autor_id,ime,prezime,godina_rodjenja,drzava
3678,Nikolaj,Volopas,1974,Rusija
3679,Svetlana,Ulasevič,1986,Rusija
3680,Džon,Grej,1952,Italija
3681,Sergej,Galickij,1967,Rusija
3682,Erika,Adams,1972,Ujedinjeno Kraljevstvo
3683,Olga,Baumgertner,1948,Rusija
3684,Arkadij,Šušpanov,1976,Francuska
3685,Maksim,Tihomirov,1958,Rusija
3686,Ljudmila,Minič,1957,Srbija
3687,Pavel,Sidorenko,1963,Rusija
3688,Nadežda,Karpova,1982,Rusija
3689,Vladimir,Kupraševič,1984,Rusija
3690,Mustafa,Avlija’i,1946,Sjedinjene Američke Države
3691,I. K. A.,Hovard,1943,Francuska
3692,Aleksej,Kara-Murza,1914,Savez Sovjetskih Socijalističkih Republika
3693,Maksim,Tolmačjov,1966,Francuska
3694,Galina,Gromova,1948,Rusija
3695,Vladimir,Lenin,1870,Savez Sovjetskih Socijalističkih Republika
3696,Aleksej,Delnov,1967,Ujedinjeno Kraljevstvo
3697,V.,Piskunov,1983,Sjedinjene Američke Države
3698,M.,Maksinjaeva,1955,Francuska
3699,L.,Tupicina,1971,Rusija
3700,T.,Egorova,1982,Rusija
3701,Eleonora,Ajrijan,1965,Rusija
3702,Jasmina,Sapfir,1971,Rusija
3703,Anna,Ahmatova,1889,Savez Sovjetskih Socijalističkih Republika
3704,Terentij,Travnik,1978,Sjedinjene Američke Države
3705,Gektor,Malo,1830,Francuska
3706,Tatjana,Ananeva,1979,Rusija
3707,Aleksandr,Aksenov,1979,Sjedinjene Američke Države
3708,Neko,Moro,1946,Rusija
3709,Ekaterina,Koroleva,1954,Nemačka
3710,Marija,Petrova,1958,Rusija
3711,Irina,Išpaeva,1992,Rusija
3712,Eduard,Ishakov,1975,Sjedinjene Američke Države
3713,Galimov,Brjačeslav,1970,Poljska
3714,Andrej,Gluščuk,1962,Rusija
3715,Marija,Arhangelskaja,1989,Poljska
3716,Danni,Grek,1986,Rusija
3717,Eleonora,Brajton,1976,Rusija
3718,Ellina,Pahomova,1937,Rusija
3719,Andrej,Popovskij,1966,Sjedinjene Američke Države
3720,Carmine,Cavaliere,1950,Francuska
3721,Martin,Gilbert,1936,Ujedinjeno Kraljevstvo
3722,Enn,Rajs,1941,Sjedinjene Američke Države
3723,E.,Rokelavr,1937,Sjedinjene Američke Države
3724,Valerij,Horev,1951,Ujedinjeno Kraljevstvo
3725,Vadim,Davidov,1944,Ujedinjeno Kraljevstvo
3726,Čarlin,Sends,1973,Ujedinjeno Kraljevstvo
3727,Natalja,Volkova,1955,Ujedinjeno Kraljevstvo
3728,Marija,Pokršejan,1983,Francuska
3729,Pol,Monford,1972,Rusija
3730,Vladimir,Šigin,1984,Rusija
3731,Nadežda,Pervuhina,1976,Rusija
3732,Olga,Gučkova,1949,Rusija
3733,Nikolaj,Čmirev,1847,Ruska Imperija
3734,Žaklin,Sjuzann,1913,Srbija
3735,Tatjana,Mužickaja,1972,Sjedinjene Američke Države
3736,Konstantin,Radov,1978,Rusija
3737,Natalija,Poljanskaja,1975,Sjedinjene Američke Države
3738,Džendi,Nelson,1965,Poljska
3739,Jurij,Teplov,1952,Rusija
3740,Valentin,Štern,1988,Rusija
3741,Alisa,Klimova,1976,Rusija
3742,Vsevolod,Kostrov,1947,Nemačka
3743,Anatolij,Alehin,1951,Srbija
3744,Mark,Palčik,1986,Rusija
3745,My.Self.,Harmony.,1985,Rusija
3746,Megan,Maksvell,1971,Francuska
3747,Aleksandr,Olbik,1939,Rusija
3748,Mihail,Dulepa,1982,Nemačka
3749,Mila,Noks,1991,Rusija
3750,Aleksej,Erofeev,1971,Francuska
3751,Sem,Gesson,1968,Srbija
3752,Dmitrij,Žitenjov,1942,Sjedinjene Američke Države
3753,Marina,Novikova,1962,Rusija
3754,Vladimir,Vojnovič,1932,Rusija
3755,Sergej,Fomičjov,1966,Rusija
3756,Anders de la,Mott,1973,Rusija
3757,Igor,Ivanišin,1939,Rusija
3758,Aleksandr,Barmin,1905,Italija
3759,Olga,Šermer,1968,Sjedinjene Američke Države
3760,Nina,Malkova,1990,Rusija
3761,Galina,Černeckaja,1966,Rusija
3762,Olga,Pavlova,1971,Sjedinjene Američke Države
3763,I.,Kozočkin,1957,Rusija
3764,Jan,Mak-Gvajr,1987,Rusija
3765,Evgenija,Brodt,1987,Nemačka
3766,Lena,Voronova,1962,Ujedinjeno Kraljevstvo
3767,Džozef,Merkola,1954,Sjedinjene Američke Države
3768,Sergej,Vologodskij,1995,Italija
3769,Ljubov,Bordunos,1941,Rusija
3770,Pippa,Rosko,1981,Sjedinjene Američke Države
3771,Natalja,Minigaraeva,1950,Sjedinjene Američke Države
3772,Lidija,Ionova,1987,Ujedinjeno Kraljevstvo
3773,Diana,Šafran,1966,Rusija
3774,Rozalinda,Štorm,1962,Srbija
3775,Enn,Tajler,1941,Sjedinjene Američke Države
3776,Viktor,Krotov,1946,Rusija
3777,Kira,Strelnikova,1970,Rusija
3778,Mihail,Breus,1940,Rusija
3779,Marina,Drangoj,1986,Rusija
3780,Olga,Žarina,1940,Ujedinjeno Kraljevstvo
3781,Marina,Kozlova,1964,Ukrajina
3782,Frančesko,Benvenuti,1961,Rusija
3783,Galina,Osen,1986,Rusija
3784,Valerij,Mihajlov,1952,Rusija
3785,Aleksandra,Aenga,1994,Nemačka
3786,Mari,Arntcen,1964,Rusija
3787,Aleksandra,Kolčanova,1955,Rusija
3788,Gajane,Avetisjan,1976,Ujedinjeno Kraljevstvo
3789,Igor,Kuznecov,1996,Rusija
3790,Anna,Dičenskova,1954,Italija
3791,Olivija,Štern,1967,Italija
3792,Vladimir,Tajožnik,1974,Kanada
3793,Aleksandr,Klimov,2004,Rusija
3794,Vladimir,Bešanov,1965,Nemačka
3795,Elena,Šilkova,1964,Nemačka
3796,Stanislav,Mazurin,1986,Ujedinjeno Kraljevstvo
3797,Šejh,Nafzavi,1952,Ujedinjeno Kraljevstvo
3798,Nika,Klimova,1992,Rusija
3799,Anna,Pavlovskaja,1987,Sjedinjene Američke Države
3800,Vladimir,Videmann,1974,Rusija
3801,Jana,Alekseeva,1953,Sjedinjene Američke Države
3802,Sergej,Korotkov,1958,Nemačka
3803,Olga,Brejninger,1987,Nemačka
3804,Majkl,Benson,1977,Rusija
3805,Vladimir,Gerun,1994,Ukrajina
3806,Daniil,Kalinin,1974,Ujedinjeno Kraljevstvo
3807,Kirill,Karpenko,1994,Ujedinjeno Kraljevstvo
3808,Iskander,Džin,1990,Rusija
3809,Konstantin,Utkin,1960,Sjedinjene Američke Države
3810,Aleksandr,Bobkov,1900,Savez Sovjetskih Socijalističkih Republika
3811,Sergej,Razboev,1959,Nemačka
3812,Vadim,Proskurin,1961,Ujedinjeno Kraljevstvo
3813,M.,Andrianov,1977,Francuska
3814,Jorn Lier,Horst,1964,Rusija
3815,Kristina,Azimut,1986,Rusija
3816,Igor,Grišin,1956,Savez Sovjetskih Socijalističkih Republika
3817,Vladimir,Podgajskij,1982,Italija
3818,Irina,Starosvetskaja,1967,Poljska
3819,Olga,Kljukina,1961,Sjedinjene Američke Države
3820,Valerij,Guljaev,1974,Rusija
3821,Diana,Elizarova,1930,Rusija
3822,Vanessa,Kelli,1974,Australija
3823,Liz,Filding,1980,Rusija
3824,Jurij,Kiselev,1961,Srbija
3825,Olga,Nevskaja,1981,Rusija
3826,Anri,Gusse,1941,Rusija
3827,Elena,Gamajun,1987,Sjedinjene Američke Države
3828,Alisa,Andreeva,1973,Rusija
3829,Sergej,Berezin,1959,Rusija
3830,Ben,Džonson,1572,Kraljevstvo Engleska
3831,Aleks,Llojd,1966,Ujedinjeno Kraljevstvo
3832,Stanislav,Belkovskij,1977,Sjedinjene Američke Države
3833,Ivan,Uspenskij,1857,Ruska Imperija
3834,Anatolij,Sorokin,1972,Rusija
3835,N.,Gordienko,1961,Sjedinjene Američke Države
3836,Viktor,Davidov,1916,Nemačka
3837,Pavel,Mamontov,1985,Rusija
3838,Vladimir,Pervušin,1957,Rusija
3839,Olga,Derjabina,1977,Rusija
3840,Nikolaj,Danikov,1960,Kanada
3841,Ljudmila,Artamonova,1982,Sjedinjene Američke Države
3842,Oleg,Panfilov,1957,Gruzija
3843,Vera,Borisova,1977,Rusija
3844,Olga,Coj,1924,Rusija
3845,Kristofer,Prist,1943,Ujedinjeno Kraljevstvo
3846,Tatjana,Truško,1930,Italija
3847,Nina,Vasina,1976,Poljska
3848,Natalja,Popova,1949,Rusija
3849,Eli,Berte,1803,Ujedinjeno Kraljevstvo
3850,Konstantin,Benev,1959,Rusija
3851,Irina,Baranova,1986,Rusija
3852,Margarita,Grišaeva,1968,Rusija
3853,Arnold,Švarcenegger,1965,Francuska
3854,Azat,Valeev,1940,Rusija
3855,Robert,Govard,1972,Rusija
3856,Ruslan,Šabelnik,1941,Rusija
3857,Darja,Trutneva,1976,Rusija
3858,Džon,Koleman,1968,Rusija
3859,Vlada,Južnaja,1989,Ujedinjeno Kraljevstvo
3860,Julija,Mezenceva,1931,Sjedinjene Američke Države
3861,Sofi,Anderson,1987,Ujedinjeno Kraljevstvo
3862,Danella,Harmon,1963,Srbija
3863,Evgenija,Belonoščenko,1983,Rusija
3864,Ričard,Frost,1980,Italija
3865,Anika,Višes,1954,Rusija
3866,Geršon Ben,Keren,1994,Rusija
3867,Sergej,Pletnev,1963,Sjedinjene Američke Države
3868,Uiljam,Jejts,1946,Francuska
3869,Gennadij,Angelov,1959,Italija
3870,Vlad,Poljakov,1963,Rusija
3871,Vadim,Peresvetov,1972,Rusija
3872,Nik,Bilton,2000,Sjedinjene Američke Države
3873,Ekaterina,Burmistrova,1982,Ujedinjeno Kraljevstvo
3874,Mihail,Burmistrov,1967,Rusija
3875,Verna,Vels,1965,Rusija
3876,Jurij,Vronskij,1971,Sjedinjene Američke Države
3877,Valerij,Sinelnikov,1957,Rusija
3878,Larisa,Dokučaeva,1972,Sjedinjene Američke Države
3879,Valerij,Dokučaev,1986,Rusija
3880,Garriet,Hepgud,1976,Ujedinjeno Kraljevstvo
3881,Klara,Kolibri,1962,Srbija
3882,Anatolij,Trutnev,1951,Nemačka
3883,Saša,Skljar,1962,Ujedinjeno Kraljevstvo
3884,Dmitrij,Večer,1961,Rusija
3885,Sergej,Tafincev,1995,Sjedinjene Američke Države
3886,Inna,Pohilenko,1980,Rusija
3887,Andrej,Cokalo,1978,Rusija
3888,Jurij,Nikulin,1931,Savez Sovjetskih Socijalističkih Republika
3889,Dana,Hadson,1982,Sjedinjene Američke Države
3890,Pavel,Lec,1965,Sjedinjene Američke Države
3891,Renata,Kirilina,1938,Rusija
3892,Sergej,Kirilin,1948,Rusija
3893,Ljubov,Strekalovskaja,1942,Sjedinjene Američke Države
3894,Andrej,Frolov,1974,Rusija
3895,Sergej,Oldenburg,1961,Sjedinjene Američke Države
3896,Ante,Naudis,1959,Italija
3897,Olga,Kandela,1992,Rusija
3898,Natalija,Medjanskaja,1963,Sjedinjene Američke Države
3899,Adam,Čartorižskij,1973,Poljska
3900,German,Sitnikov,1932,Rusija
3901,Ellen,Maknamara,1933,Rusija
3902,Barbara,Mertc,1927,Sjedinjene Američke Države
3903,Frido fon,Zenger,1972,Rusija
3904,Aleksej,Demčuk,1971,Ujedinjeno Kraljevstvo
3905,Grigorij,Demidjuk,1995,Rusija
3906,Robin,Grejdi,1970,Srbija
3907,Marina,Kistjaeva,1985,Francuska
3908,Viktor,Gorbunov,1950,Rusija
3909,Stepan,Kulik,1974,Srbija
3910,Aleksej,Koliševskij,1984,Francuska
3911,Viktorija,Dubčan,1950,Rusija
3912,Ilja,Lebedev,1980,Rusija
3913,Anatolij,Sitel,1972,Ujedinjeno Kraljevstvo
3914,Aleksej,Solodkov,1898,Savez Sovjetskih Socijalističkih Republika
3915,Elena,Sologub,1979,Nemačka
3916,Aleksandra,Kljušina,1973,Francuska
3917,Elena,Lavrik,1942,Rusija
3918,Natalija,Nesterova,1970,Poljska
3919,Ljubov,Kolesnik,1982,Rusija
3920,Varvara,Carenko,1985,Ujedinjeno Kraljevstvo
3921,Katja,Sargaeva,1939,Rusija
3922,Dmitrij,Savelev,1985,Rusija
3923,Elena,Kočergina,1978,Ujedinjeno Kraljevstvo
3924,Irina,Kudinova,1995,Francuska
3925,Evgenija,Golobokova,1966,Ujedinjeno Kraljevstvo
3926,Kristi,Makkelen,1987,Rusija
3927,Albina,Nuri,1986,Rusija
3928,Nika,Jorš,1988,Sjedinjene Američke Države
3929,Meri Elis,Monro,1978,Rusija
3930,Robin,Donald,1971,Ujedinjeno Kraljevstvo
3931,Konstantin,Tokarev,1980,Francuska
3932,Sergej,Jastrebov,1993,Rusija
3933,Ted,Dekker,1962,Sjedinjene Američke Države
3934,Nina,Hejmec,1959,Italija
3935,Lora,Beloivan,1967,Rusija
3936,Tatjana,Zamirovskaja,1988,Rusija
3937,Leja,Ljubomirskaja,1973,Portugalija
3938,Aleksandr,Šujskij,1961,Poljska
3939,Marina,Vorobeva,1988,Ujedinjeno Kraljevstvo
3940,Keti,Trend,1983,Sjedinjene Američke Države
3941,Anna,Lihtikman,1963,Rusija
3942,Asja,Datnova,1980,Sjedinjene Američke Države
3943,Konstantin,Naumov,1965,Kanada
3944,Ilja,Daniševskij,1990,Rusija
3945,Aleksandra,Zvolinskaja,1974,Sjedinjene Američke Države
3946,Ksenija,Agalli,1978,Ujedinjeno Kraljevstvo
3947,Olga,Nedorubova,1976,Srbija
3948,Andrej,Šljahov,1983,Ujedinjeno Kraljevstvo
3949,Robert,Brindza,1974,Italija
3950,Roman,Senčin,1947,Ujedinjeno Kraljevstvo
3951,Vladimir,Bukovskij,1942,Ujedinjeno Kraljevstvo
3952,Dmitrij,Morozov,1955,Japan
3953,Kristof,Andre,1966,Rusija
3954,Darja,Kovjazina,1968,Rusija
3955,Skott,Vesterfeld,1963,Sjedinjene Američke Države
3956,Kortni,Sammers,1974,Ujedinjeno Kraljevstvo
3957,Elena,Fedorova,1963,Poljska
3958,Anna,Never,1985,Rusija
3959,Daniil,Lektor,1980,Sjedinjene Američke Države
3960,Olga,Knjazeva,1983,Rusija
3961,Rozanna,Kasper,1994,Srbija
3962,Roman,Savin,1960,Italija
3963,Svjaščennik,Blohin,1950,Rusija
3964,Bentli,Littl,1960,Sjedinjene Američke Države
3965,Piter,Straub,1943,Sjedinjene Američke Države
3966,Klajv,Barker,1952,Ujedinjeno Kraljevstvo
3967,Džek,Ketčam,1946,Sjedinjene Američke Države
3968,Stiv Reznik,Tem,1975,Sjedinjene Američke Države
3969,Ed,Gorman,1956,Srbija
3970,Tomas,Monteleone,1985,Rusija
3971,Norman,Patridž,1959,Kanada
3972,Brajen Džejms,Frimen,1965,Rusija
3973,Ronald,Kelli,1974,Nemačka
3974,Berta,Landau,1989,Nemačka
3975,Anastasija,Levkovskaja,1962,Rusija
3976,Aleksej,Burij,1967,Rusija
3977,Denis,Deev,1972,Italija
3978,Tatjana,Iovleva,1947,Rusija
3979,Oksana,Očkurova,1962,Rusija
3980,Gennadij,Ščerbak,1958,Rusija
3981,Julija,Zonis,1977,Nemačka
3982,Diana,Udovičenko,1961,Rusija
3983,Dmitrij,Boguckij,1978,Rusija
3984,Andrej,Skorobogatov,1981,Rusija
3985,Igor,Avilčenko,1988,Rusija
3986,Aleksandr,Belaš,1989,Rusija
3987,Andrej,Kokoulin,1967,Italija
3988,Timur,Maksjutov,1970,Ujedinjeno Kraljevstvo
3989,Elena,Jarovova,1986,Sjedinjene Američke Države
3990,Evgenija,Prazdnova,1986,Rusija
3991,Aglaja,Belaja,1973,Rusija
3992,Valerij,Kamardin,1974,Nemačka
3993,Vera,Ogneva,1978,Rusija
3994,Roman Čukmasov (Stran,nuk),1959,Francuska
3995,Hilda,Devidson,1914,Sjedinjene Američke Države
3996,Georgij,Ogarjov,1993,Ujedinjeno Kraljevstvo
3997,Valerij,Kuvakin,1939,Rusija
3998,Aleksandr,Bobrov,1964,Rusija
3999,Konstantin,Obrazcov,1964,Italija
4000,Aleksandr,Solženicin,1918,Rusija
4001,Valerija,Lisičko,1953,Ujedinjeno Kraljevstvo
4002,Aleksandr,Širokorad,1953,Poljska
4003,Džuli,Dejs,1977,Italija
4004,Evgenija,Šuldjakova,1987,Sjedinjene Američke Države
4005,Majk,Dajver,1960,Rusija
4006,Aleksandr,Kosarev,1975,Nemačka
4007,Andre,Kont-Sponvil,1952,Francuska
4008,Igor,Koničev,1973,Kanada
4009,Dot,Hatčison,1984,Rusija
4010,Lindsej,Armstrong,1990,Ujedinjeno Kraljevstvo
4011,Elena,Sosoreva,1955,Sjedinjene Američke Države
4012,Julija,Voronina,1994,Francuska
4013,Valerij,Nečunaev,1987,Sjedinjene Američke Države
4014,Gordon,Čajld,1994,Kanada
4015,Oleg,Bubela,1958,Francuska
4016,Gennadij,Marčenko,1985,Rusija
4017,Evgenij,Kazakov,1986,Rusija
4018,Anton,Kacaf,1972,Poljska
4019,Larisa,Bjalik,1972,Poljska
4020,Ljusi,King,1955,Sjedinjene Američke Države
4021,Anatolij,Barabaš,1952,Rusija
4022,Daniil,Meresidi,1978,Italija
4023,Tal,Ben-Šahar,1970,Sjedinjene Američke Države
4024,Liza,Marklund,1962,Švedska
4025,Evgenij,Misjurin,1979,Rusija
4026,Sergej,Agapkin,1969,Rusija
4027,Fedor,Abramov,1958,Rusija
4028,Aleksej,Soroka,1953,Srbija
4029,Svetlana,Soroka,1948,Ukrajina
4030,Nikolaj,Polevoj,1786,Sjedinjene Američke Države
4031,Artjom,Gorohov,1992,Sjedinjene Američke Države
4032,Sergej,Pavlov,1987,Ukrajina
4033,Oliver,Pjotč,1970,Nemačka
4034,Stepan,Baštovoj,1947,Rusija
4035,Ivan,Bačuk,1984,Rusija
4036,Anna,Gotina,1948,Poljska
4037,Arsenij,Gorškov,1987,Sjedinjene Američke Države
4038,Ksenija,Zankevič,1974,Rusija
4039,Timofej,Lobkovskij,1974,Rusija
4040,Georgij,Prjalkin,1990,Rusija
4041,Daniil,Rulkevič,1990,Poljska
4042,Artur,Šoka,1936,Sjedinjene Američke Države
4043,Ljudmila,Kirsanova,1989,Francuska
4044,Džej,Ber,1965,Rusija
4045,Devid,Markum,1958,Rusija
4046,Gennadij,Avlasenko,1951,Rusija
4047,Ekaterina,Gavrilina,1993,Rusija
4048,Viktor,Pjatnickij,1933,Sjedinjene Američke Države
4049,A.,Vladimirovič,1960,Rusija
4050,A.,Zolotov,1978,Ujedinjeno Kraljevstvo
4051,A.,Lukičjov,1990,Rusija
4052,N.,Lukičjova,1969,Ujedinjeno Kraljevstvo
4053,Petr,Vasilev,1975,Japan
4054,Andrej Efremov,(Brem),1960,Rusija
4055,Jurij,Sobeščakov,1943,Rusija
4056,Vadim,Zeland,1963,Savez Sovjetskih Socijalističkih Republika
4057,Anna,Esenina-Belaja,1977,Rusija
4058,Gennadij,Čuhlancev,1936,Sjedinjene Američke Države
4059,Jurij,Lopuhin,1966,Rusija
4060,Stejsi,Tisdejl,1932,Italija
4061,Ramzan,Samatov,1936,Italija
4062,Aleksandra,Salieva,1971,Francuska
4063,Džastin,Ričards,1961,Ujedinjeno Kraljevstvo
4064,Dženni,Kolgan,1979,Francuska
4065,Devid,Llevellin,1976,Rusija
4066,Leonid,Tunkel,1989,Ujedinjeno Kraljevstvo
4067,Aleksej,Egorov,1975,Rusija
4068,Evgenij,Litvin,1969,Rusija
4069,Olga,Mjasnikova,1981,Sjedinjene Američke Države
4070,Sergej,Štern,1959,Rusija
4071,Ksenija,Ljubimova,1960,Rusija
4072,Olesja,Zajceva,1964,Rusija
4073,Elena,Hramova,1975,Rusija
4074,Vladimir,Plisov,1958,Rusija
4075,Ajja,Ievleva,1955,Sjedinjene Američke Države
4076,Aleksej,Svešnikov,1966,Italija
4077,Nikolaj,Berdjaev,1874,Francuska
4078,Mihail,Vejsman,1958,Rusija
4079,Denis,Gusev,1975,Ujedinjeno Kraljevstvo
4080,Gerbert,Šelton,1929,Rusija
4081,Haled,Hossejni,1965,Sjedinjene Američke Države
4082,Daniel,Orlov,1950,Francuska
4083,Roman,Volkov,1885,Savez Sovjetskih Socijalističkih Republika
4084,Vasilij,Bogdanov,1837,Ruska Imperija
4085,Ljudmila,Maletina,1990,Poljska
4086,Elena,Šarova,1947,Rusija
4087,Ljubava,Voks,1989,Rusija
4088,Fan,Freak,1962,Rusija
4089,Leonid,Kudrjavcev,1928,Rusija
4090,Valerija,Osennjaja,1961,Rusija
4091,Anna,Krut,1978,Francuska
4092,Marian,Fredriksson,1940,Rusija
4093,Margarita,Koroleva,1986,Kanada
4094,Maksim,Alešin,1964,Sjedinjene Američke Države
4095,A.,Altšuller,1966,Rusija
4096,Evgenij,Černosvitov,1964,Francuska
4097,Ellen,Fejn,1981,Francuska
4098,Šerri,Šnajder,1973,Rusija
4099,Naomi,Morijama,1987,Rusija
4100,Uiljam,Dojl,1963,Italija
4101,Mihail,Komlev,1982,Rusija
4102,William,Fraser,1964,Rusija
4103,Angel,Delacruz,1966,Rusija
4104,Tatjana,Gercenštejn,1882,Rusija
4105,Zagrat,Ajgumova,1985,Italija
4106,Irina,Čudaeva,1978,Francuska
4107,Valentin,Dubin,1965,Rusija
4108,Kara,Hanter,1995,Francuska
4109,Tamara,Ždanova,1974,Nemačka
4110,Dilnara,Biktaševa,1963,Rusija
4111,Ljudmila,Gievaja,1978,Italija
4112,Dmitrij,Bačurin,1974,Sjedinjene Američke Države
4113,Karen,Uajt,1964,Sjedinjene Američke Države
4114,Alison,Roberts,1967,Ujedinjeno Kraljevstvo
4115,Evgenij,Nekrasov,1966,Italija
4116,Anhela,Rodiso,1980,Ujedinjeno Kraljevstvo
4117,Ljudmila,Dubrovskaja,1972,Belorusija
4118,Roman,Sviridov,1985,Rusija
4119,A.,Lvovič-Kostrica,1993,Francuska
4120,Aleksej,Lado,1976,Rusija
4121,Tim,Jalanskij,1970,Rusija
4122,Tatjana,Vinogradova,1894,Savez Sovjetskih Socijalističkih Republika
4123,Veronika,Knjazeva,1975,Nemačka
4124,Natalja,Šemet,1983,Italija
4125,Elena,Rumjanceva,1970,Rusija
4126,Alla,Frenklah,1983,Sjedinjene Američke Države
4127,Marija,Diškant,1986,Srbija
4128,Gennadij,Dobrušin,1977,Rusija
4129,Natalija,Smolina,1969,Nemačka
4130,Natalja,Lado,1965,Nemačka
4131,Evgenija,Kretova,1973,Rusija
4132,Aleksandr,Levčenko,1995,Ujedinjeno Kraljevstvo
4133,Ken,Follett,1949,Francuska
4134,Aleksandr,Vasilev,1962,Rusija
4135,Ljuis,Spens,1874,Ujedinjeno Kraljevstvo
4136,Aleksej,Kulkov,1958,Rusija
4137,Vinsent Foster,Hopper,1891,Ujedinjeno Kraljevstvo
4138,Larisa,Volnickaja,1993,Rusija
4139,Pavel,Koršunov,1981,Rusija
4140,Migel de Servantes,Saavedra,1565,Sjedinjene Američke Države
4141,Jana,Geceu,1941,Rusija
4142,Filip,Dik,1928,Sjedinjene Američke Države
4143,Kevin,Levinson,1986,Sjedinjene Američke Države
4144,Aleksandr,Čirtik,1963,Sjedinjene Američke Države
4145,Nadežda,Munceva,1995,Italija
4146,Aleksej,Ksendzjuk,1965,Sjedinjene Američke Države
4147,Tomas,Melori,1405,Kraljevstvo Engleska
4148,Konni,Koks,1961,Rusija
4149,Džeffri,Primrouz,1961,Rusija
4150,Boris,Burnij,1946,Sjedinjene Američke Države
4151,Ksenija,Bolotina,1960,Rusija
4152,Sergej,Kosjanenko,1983,Ujedinjeno Kraljevstvo
4153,Svetlana,Bronnikova,1966,Rusija
4154,Leo,Surikat,1938,Francuska
4155,Mihail,Suhačev,1953,Rusija
4156,Frenk,Gerbert,1920,Sjedinjene Američke Države
4157,Nikolaj,Karačencov,1944,Rusija
4158,Aleksej,Stahnov,1979,Rusija
4159,Brooks,Adams,1982,Francuska
4160,Aleksandr,Kirpičnikov,1845,Ruska Imperija
4161,Artjom,Vasilev,1974,Rusija
4162,Vladimir,Efroimson,1908,Savez Sovjetskih Socijalističkih Republika
4163,Mihail,Kuznecov,1978,Ujedinjeno Kraljevstvo
4164,Aleksandr,Filatov,1913,Rusija
4165,Eldar,Džuraev,1974,Sjedinjene Američke Države
4166,Elena,Egorova,1977,Rusija
4167,Oleg,Zenkov,1991,Srbija
4168,Olga Gračeva,(Tregubenko),1989,Ujedinjeno Kraljevstvo
4169,Natalja,Persod,1987,Sjedinjene Američke Države
4170,Elena,Tarasenko,1987,Nemačka
4171,Igor,Tihonenko,1943,Ujedinjeno Kraljevstvo
4172,Megan,Devis,1979,Kanada
4173,Martin,Pistorius,1965,Rusija
4174,Patrik,Lensioni,1965,Sjedinjene Američke Države
4175,Endi,Brok,1986,Francuska
4176,Anastasija,Kovrigina,1986,Francuska
4177,Anna,Kalinkina,1978,Sjedinjene Američke Države
4178,Norijuki,Ueda,1958,Japan
4179,Ivan,Dubrovin,1975,Rusija
4180,Vladimir,Nazarov,1950,Rusija
4181,Sergej,German,1961,Rusija
4182,Aleksandr,Nemirovskij,1859,Nemačka
4183,Vladimir,Nikišin,1974,Rusija
4184,Ivan,Ladinin,1972,Rusija
4185,Sergej,Novikov,1968,Nemačka
4186,Oleg,Markelov,1965,Rusija
4187,Tatjana,Aptulaeva,1978,Rusija
4188,Olga,Taglina,1968,Rusija
4189,T.,Stecenko,1979,Rusija
4190,Andrej,Burevoj,1959,Francuska
4191,Vasilij,Potapov,1985,Rusija
4192,Olga,Usačjova,1983,Rusija
4193,Andrej,Batjaev,1956,Rusija
4194,Den,Gri,1957,Italija
4195,Devid Gerbert,Lourens,1885,Ujedinjeno Kraljevstvo
4196,Frančeska,Uajld,1859,Sjedinjene Američke Države
4197,Natalja,Šeško,1965,Rusija
4198,Ljudmila,Ivleva,1995,Rusija
4199,Pirs,Braun,1988,Sjedinjene Američke Države
4200,Irina,Bjorno,1959,Rusija
4201,Artem,Starostin,1965,Sjedinjene Američke Države
4202,Tatjana,Ivanovskaja,1979,Sjedinjene Američke Države
4203,Vladimir,Levi,1955,Francuska
4204,Marija,Semikova,1945,Rusija
4205,Anatolij,Sanžarovskij,1988,Ujedinjeno Kraljevstvo
4206,Vlad,Merk,1988,Sjedinjene Američke Države
4207,Jurij,Lobzin,1950,Rusija
4208,Tamara,Beljaeva,1965,Ujedinjeno Kraljevstvo
4209,Valerij,Volžanin,1971,Japan
4210,Evgenij,Belozerov,1961,Sjedinjene Američke Države
4211,Ekaterina,Grineva,1966,Rusija
4212,Elena,Lapteva,1971,Rusija
4213,Mihail,Efremov,1973,Rusija
4214,Dmitrij,Filimonov,1971,Rusija
4215,Benni,Briskin,1967,Rusija
4216,Igor,Martinov,1964,Francuska
4217,Aleksandr,Rohlin,1981,Rusija
4218,Nikolaj,Foht,1967,Rusija
4219,Viktorija,Anima,1986,Ujedinjeno Kraljevstvo
4220,Jurij,Tabašnikov,1935,Nemačka
4221,Džek,Uezerford,1946,Sjedinjene Američke Države
4222,Igor,Guberman,1955,Rusija
4223,Denis,Kuprijanov,1977,Sjedinjene Američke Države
4224,Jurij,Žizn,1930,Srbija
4225,Il,Kaness,1950,Rusija
4226,Valerij,Skljarov,1990,Nemačka
4227,Aleksej,Dobroljubov,1937,Sjedinjene Američke Države
4228,Irena,Garda,1978,Italija
4229,Maksim,Mironov,1980,Ujedinjeno Kraljevstvo
4230,Anastasija,Fomina,1976,Ukrajina
4231,Evgenij,Vodolazkin,1964,Rusija
4232,Vladimir,Alenikov,1948,Rusija
4233,Olga,Bogdanova,1954,Francuska
4234,Sarina,Bouen,1983,Rusija
4235,Eliza,Tanaka,1965,Rusija
4236,Sergej,Nim,1985,Sjedinjene Američke Države
4237,Evelina,Piženko,1956,Sjedinjene Američke Države
