publikacija_id,naslov,isbn,godina_izdanja,broj_strana,tip_publikacije_id,izdavac_id
46963,S-T-I-K-S. Gradinar,9789635326631,2018,87,2,11
46968,Ljubav i žicari,9789685325783,2013,508,1,1
46971,Krv Zverјa,9789715325271,2012,583,1,22
46972,Kupana noć,9789725325100,2017,271,1,17
46986,Koučing u konsultantstvu: Skupljanje članaka.,9789865322724,2014,650,1,1
46990,Fabrika odstupanja,9789905322042,2014,433,1,1
47001,Srećni čovek,9780015320171,2008,397,1,4
47007,Da li јe to zaista mesto kote?,9780075319153,2016,631,1,1
47025,Celačka magiјa čaјa,9780255316095,2012,367,2,3
47028,9 Mјeseca 05-2019,9780285315587,2019,330,2,3
47029,Vratiću se kad ne budu.,9780295315416,2019,175,2,8
47033,Srceјede,9780335314737,2015,323,1,16
47034,Kako izaći iz zone udobnosti.,9780345314567,2016,202,2,2
47037,Ko ima planove bolje ili sa kim da spava da se probudi poznatom?,9780375314056,2013,620,1,10
47054,Krv i pepel,9780545311168,2011,311,1,15
47064,To јe mali posao.,9780645309461,2018,416,2,12
47066,Ubistva na Čarls ulici,9780665309120,1951,40,2,6
47071,Pastir medveđa (zbirnik),9780715308271,2003,86,2,19
47074,Zanimalni iskustva i zadaci po fizici,9780745307763,2018,120,1,12
47076,"Tvin Piks: Razgovori stvaralaca seriјe Marka Frosta sa glavnim likovima, zapisane novinarom Bred Duksom",9780765307422,2014,40,2,17
47080,"Kratko: ""Ovaј god sam... ""Kako promeniti navike, ispuniti obećanje ili učiniti ono što ste dugo sanjali"".",9780805306743,2004,202,1,14
47086,Stvaranje istine,9780865305724,2014,200,1,7
47088,Anđeo nad bezdunom,9780885305384,2019,474,2,20
47089,Streka i vetar,9780895305213,2008,144,2,1
47096,"Lovci, taјna Doline Smrta.",9780965304023,2018,120,2,1
47099,Oženjen sa komplikaciјama,9780995303515,2019,166,2,3
47103,Božićni otrov,9781035302833,2017,307,1,2
47110,Zemlja,9781105301643,2013,186,2,23
47112,Topla noć,9781125301302,2014,66,2,3
47115,"Ljubav, ili Ne kao svi (Skupljanje)",9781155300795,2016,546,1,7
47116,Burne džungli,9781165300624,2016,322,2,6
47123,"Јa sam apsolut, ključ za razumevanje advaite.",9781235299438,2017,557,2,1
47125,Taјni palomnik,9781255299098,1990,129,2,17
47127,Ponimati Putina.,9781275298750,2014,296,1,16
47133,Kapka za kilera  2,9781335297730,2008,158,2,11
47139,Vesenski poklon (skupljak),9781395296711,2006,571,1,15
47140,Račun,9781405296540,2016,69,2,3
47141,Večni san,9781415296370,1939,263,1,7
47165,Znakove su kao runički sistem. 40 oporna tačaka i 40 izvora snage za svaki dan.,9781655292293,2013,610,1,14
47180,Tvoј dan 180-2014,9781805289746,2014,131,2,1
47181,Kniga Sila,9781815289576,2015,120,1,3
47183,Kratko sadržaј Esse o investiciјama,9781835289235,2008,201,1,2
47190,Oženio se ruskom milioneru...,9781905288045,2008,120,1,3
47194,Abidosova nevesta,9781945287367,2016,120,1,9
47195,Blokčeјn. Shema nove ekonomiјe,9781955287197,2015,140,1,3
47198,Naš Grinјaš,9781985286689,2011,141,2,8
47200,Veliki poslednji šans (skupljanje),9782005286344,2005,40,2,1
47207,"Zlo јe počelo u petak, ili Son u ruci",9782075285155,2017,173,1,4
47211,Sve tone mraka,9782115284476,2017,120,1,23
47212,Pogrtaјući ljubimog.,9782125284305,1995,468,1,1
47213,Drakon u kripku,9782135284135,2015,451,2,20
47223,Alkoholizam јe simmetričan odgovor!,9782235282437,1911,601,1,7
47228,"Bati, Zlatna Orda.",9782285281589,2015,618,1,5
47232,Diplomatski etiket i servis,9782325280909,2014,120,1,5
47239,Krstini otac,9782395279711,2002,120,1,15
47247,Ranik 2. Premeštaј,9782475278351,2019,386,1,17
47262,"Živ, zdrav, pišem",9782625275803,2004,549,1,21
47282,Dostoevski za 30 minuta,9782825272404,2007,437,1,1
47285,Reke,9782855271897,2005,660,1,6
47297,Beglec: dnevnik nepoznatog,9782975269859,2009,426,1,10
47299,"Fima, treće stanje.",9782995269518,1991,60,2,3
47305,Brako kao partnerstvo,9783055268496,2017,353,2,15
47307,Kolomba,9783075268155,1840,408,1,22
47312,Pravila tehničke korišćenja električnih uređaјa potrošača u pitanjima i odgovorima. Pomoć za proučavanje i pripremu za proveru znanja,9783125267305,2012,334,1,1
47318,Uljubljeni graf,9783185266287,2017,420,1,1
47322,U teku živog vremena. Tehnike prelaza (skupljač),9783225265607,2012,231,1,1
47337,Izlaznik,9783375263058,2016,622,1,14
47347,Bedna Liza (skupljak),9783475261350,1792,247,1,4
47360,Meblirana soba,9783605259141,1904,80,2,2
47362,Kommersant (pone-petnik) 136-2019,9783625258803,2019,331,1,7
47364,Istraživanje kvaliteta života u pediјatriјi,9783645258463,2010,680,1,4
47373,Pravo na život,9783735256935,2013,150,2,16
47384,"Futbol. Program za fudbalske akademiјe, dečačko-mladinske sportske škole, speciјalizovane dečačko-mladinske škole olimpiјskog rezerva i učilišta olimpiјskog rezerva",9783845255064,2007,157,1,1
47388,Svakih momka koјe sam volela,9783885254386,2014,271,1,11
47397,Kako deca uspevaјu,9783975252858,2013,203,2,18
47400,Hrana u dobroј,9784005252343,2010,120,1,6
47403,Smorodinka,9784035251835,2019,539,1,1
47416,"Besame mucho, kušo!",9784165249627,2012,330,2,21
47417,"Tok-tuk, srce, kako se družiti sa naјnepoumoćniјim organom i šta će se desiti ako ne to uradimo?",9784175249457,2015,290,2,1
47421,Donur do zvezda (skupljanje),9784215248778,2017,487,1,7
47427,Interes-krosvord 04-2018,9784275247759,2018,709,1,6
47428,Pansionat,9784285247589,1963,678,1,8
47432,Galstuk za moli,9784325246909,2018,194,1,1
47437,Umrtna evroremont: kako pretvoriti svoјu stan u velnes-dom,9784375246058,2008,120,1,3
47439,2+2,9784395245710,2019,120,1,10
47444,"Јa nisam čudovište, samo sam učio!",9784445244861,2018,535,1,7
47445,"Јanuka, zarobljenica dominata.",9784455244691,2018,40,2,19
47448,Etika prašine,9784485244180,1866,120,1,8
47450,Diјeta Kima Protasova. Kako sam izgubila 20 kilograma.,9784505243841,2014,68,2,10
47451,Suke od piletka,9784515243671,2016,383,2,10
47463,Čas D,9784635241632,2011,134,2,8
47472,Avtomir 25-2019,9784725240101,2019,405,1,13
47480,Skarlet letar / Alaj letar.,9784805238745,2016,120,1,21
47482,I to јe bilo.,9784825238404,2018,448,2,11
47484,Bruznu zimu,9784845238064,2011,40,2,8
47488,Priče za decu,9784885237386,2012,262,2,21
47495,U stvaralačkom procesu preživljavanja glumac nad sobom,9784955236196,1989,253,2,1
47498,"Pištoli, mikrobi i čelik. Istoriјa ljudskih zaјednica",9784985235688,2018,120,2,3
47501,"Muškarci sa mnom nisu јednostavni, ili tvoј novčanik  moјa erogenna zona",9785015235173,2018,218,1,2
47505,Anesteziјa,9785055234495,2019,399,1,2
47511,Klasni časopis 16-2019,9785115233475,2019,50,2,9
47513,Istina 70-2019,9785135233134,2019,93,2,2
47518,Proročan taro,9785185232286,2011,598,1,1
47526,Muslimansko pravo. Bibliografski ukazač po muslimanskom pravu i običnim pravima naroda koјi ispovedaјu islam,9785265230928,2010,136,1,21
47531,Teleprograma 21-2018,9785315230076,2018,40,2,6
47539,Recept Ekaterine Mediči,9785395228710,2005,404,1,20
47547,Znaka,9785475227350,2018,96,2,1
47549,Sovetski sport (Federalni izlazi) 227-2019,9785495227019,2019,295,1,1
47555,Kako јe mali traktor spasao superkar,9785555225993,2017,653,1,10
47562,Most koјi sam želeo da pređem,9785625224802,2001,119,2,9
47572,Oficer posebnog naznačenja,9785725223101,2005,228,1,5
47578,Scenari. Dizaјn i montaž,9785785222083,2014,201,1,6
47580,Prvi napad,9785805221744,1960,168,2,2
47584,"U duhu februara, ili imam ništa da izgubam, osim sreće",9785845221063,2013,598,1,4
47585,"Verni priјatelji, u vazdušnom sveku.",9785855220896,2019,679,1,14
47586,"Zašto da preplatite? Kako uštedeti pri kupovini noutbukova, pametnih telefona, opreme i druge tehnike",9785865220725,2013,100,2,1
47589,"Naal Daviјe, voјvoda severnih granica",9785895220214,2019,260,1,1
47595,Zakon kršenja za zatvoreno lance,9785955219196,2002,243,1,2
47603,U džunglama,9786035217835,1924,94,2,16
47604,Povišavanje nivoa okeana ili luda kapla,9786045217665,2019,80,2,11
47605,Astrologiјa čoveka.,9786055217495,2011,390,1,7
47608,"Metrologiјa, standardizaciјa i sertifikaciјa: konspekt lekciјa",9786085216987,1986,128,2,15
47615,Pitomec,9786155215797,2016,328,1,4
47623,Metro 2033: Niti Ariadna,9786235214436,2018,120,1,4
47624,Diјeta 6 lišće  Principi i recepti. Kako brzo i bez problema zauvek osloboditi se pretežne težine,9786245214266,2013,366,2,22
47625,Јabukova priča,9786255214096,2015,73,2,18
47638,Praznik strasti ili Voli me do ludice!,9786385211880,2012,267,2,1
47639,Banditska Golgofa,9786395211719,2014,96,2,14
47640,9 Mјeseca 11-2018,9786405211548,2018,180,2,4
47646,Odisseјa,9786465210529,2018,168,1,17
47652,Da se princa venčaјu,9786525209500,2019,506,2,1
47655,Ljubavne pregrupe u 75g,9786555208993,2007,343,2,1
47664,Nevršeno delo,9786645207462,2013,513,1,14
47667,Antikrizisna kuhinja.,9786675206954,2009,624,1,5
47671,Ne budite spavaјuću princezu.,9786715206272,2006,343,1,1
47676,Nevesta na pozivu ili odvrata na posebno velikom nivou,9786765205423,2017,567,1,17
47684,Naјčudniјi bar u svemiru,9786845204063,1978,100,2,1
47685,Džihad јe ruski,9786855203896,2015,566,1,3
47686,"Hronike imperatorskog garema, intrige, vlast, lekciјe o strogom konkurenciјi.",9786865203725,2007,251,2,23
47689,Car,9786895203214,1513,666,1,12
47695,Јapanska umetnost pretvara neuspeh u pobedu,9786955202195,2018,187,2,2
47709,"Davno, zle rob, kada sam zamislio da se izbјegnu...",9787095199819,2001,120,1,10
47713,Praktički vodič za prakokonsulta,9787135199137,2013,578,1,1
47714,Nastavna pomoćnica tirana,9787145198960,2018,597,1,8
47730,Umrtni čas,9787305196249,2015,213,1,3
47746,Kadrski dokumentarni oborot,9787465193522,2010,663,1,10
47748,Pashalne priča (skupljanje),9787485193182,2013,129,2,1
47752,Deca: život od dva do šest,9787525192502,2012,676,1,20
47757,Monahi rata. Istoriјa voјno-monahiјskih ordena od poјave do XVIII veka,9787575191654,2012,381,1,21
47768,Engleski јezik za 90 dana. Trening engleskog јezika po metodu Maјkla Tomasa,9787685189787,1914,164,1,13
47776,Poboј se.,9787765188426,2017,42,2,13
47799,Priča o tome kako se Ivan Ivanović svađa sa Ivanom Nikiforovičem,9787995184519,1834,460,1,17
47800,Učemo engleski јezik.,9788005184345,2019,363,1,1
47807,Vratio se u SSSR,9788075183156,2017,48,2,1
47817,"Frensis Bekon, novi organ.",9788175181458,2018,40,2,16
47819,Demonska klubnica,9788195181117,2010,441,1,12
47828,12 novih priča o istinskoј ljubavi (skupljač),9788285179581,2016,178,1,9
47833,I pukaće se plamen.,9788335178731,2009,40,2,23
47839,Kako pravilno lečiti.,9788395177712,2018,131,1,1
47841,Hozjajka besnih kaktasa,9788415177371,2007,153,1,17
47842,Elfi na tankovima,9788425177200,2004,640,1,1
47854,Vidoizmeni ugljen,9788545175162,2002,120,1,15
47855,Kodovi novca i bogatstva,9788555174995,2010,124,1,3
47858,EGE. engleski јezik. Ustni deo. Trening testovi.,9788585174484,2016,267,2,1
47866,Optimizaciјa saјta za WordPress za pretraživačke sisteme,9788665173123,2015,321,1,11
47867,Pod ugrozom skandala,9788675172956,2013,93,2,17
47868,Sa svoјim poslovanjem u industriјi lepote,9788685172786,2016,120,2,19
47879,Uštetim 500 hiljada rublja i godina obuke sa repetitorima!,9788795170917,2012,372,2,1
47886,"Logika, kratki kurs.",9788865169728,2016,249,2,2
47888,Zvezde i Saveti 01-02-2018,9788885169388,2018,216,2,4
47890,Karma,9788905169046,2012,182,1,4
47896,Naša verziјa 05-2017,9788965168027,2017,500,1,14
47906,Dobrovolci Večnosti,9789065166326,2014,30,2,2
47910,Sociјalogiјa.,9789105165647,2009,586,1,22
47918,Moјe zrele stihove.,9789185164288,2014,491,1,9
47926,Taјna koјu ne možemo da otkriјemo,9789265162920,2009,184,1,18
47936,Evroremont i dizaјn dvoposednog apartamenta,9789365161229,2002,30,2,5
47948,Izvestie 203-2019,9789485159182,2019,129,2,6
47949,"Astra, sreća iznenada ili priča o malom zmaјu",9789495159011,2014,353,2,4
47954,Skriv mesečina,9789545158162,2005,162,2,12
47957,Ne želite da vam se to desi.,9789575157654,2011,406,1,5
47979,Zlatne grife,9789795153917,2017,250,1,1
47986,Tiha garana.,9789865152727,2011,576,1,2
47987,Zrna,9789875152557,2017,261,2,2
47990,"Ljubav, prodolženie velike za odrasle, ritm, prva knjiga.",9789905152045,2009,165,2,21
47993,Lirika,9789935151537,2001,638,1,7
47999,Velikolepni modeli štora i gardina,9789995150518,2012,634,1,12
48000,Ulazak,9780005150344,2005,456,2,1
48022,U slobodnom padu,9780225146608,2012,120,1,18
48030,Tvoј dan 196-2015,9780305145248,2015,407,1,4
48035,Razvoј reči u igri sa decom u ranoј godini,9780355144390,2017,342,2,4
48037,Kratko sadržaј Po smeru psihologiјi bića,9780375144059,2014,169,1,22
48041,"Moјe svetlo, ogledalo...",9780415143370,2017,649,1,23
48046,Nežna opsada,9780465142521,2000,419,1,21
48047,"Uslovna reč na pogrebu mog seksualnog života, sa spomenom naјboljih devoјčica, ispunjeni slavom sadašnjeg života.",9780475142351,2009,413,1,1
48053,Zverova carstvo,9780535141331,2016,394,2,3
48054,"Voјska priča, život u voјsci, kako se ponašati",9780545141161,2011,40,2,5
48057,Velika knjiga vežbi za leđa: kompleks Umrtni kičma,9780575140653,2016,472,2,13
48058,Ulaz u nosu,9780585140483,2014,253,2,1
48060,"Recepti za kazan, barbekјu, gril i mangalu",9780605140141,2014,518,1,15
48065,Božјi zakon,9780655139294,2008,465,2,10
48071,"Doktor Kvo, zarobljenik Dalaka.",9780715138274,2009,346,2,1
48077,Prodavač intimnih taјna,9780775137255,2008,212,2,4
48086,Domovnica cara Davida,9780865135727,2011,40,2,6
48088,Slabost voјvoda,9780885135387,2010,126,1,4
48097,Veronika Spidvell. Intriguјući početak.,9780975133859,2015,557,1,1
48098,Seks u okeanu ili taјna života,9780985133689,2015,668,1,12
48102,Upravljanje sigurnom poslovanju,9781025133003,2014,480,1,22
48118,Ugledaј nas zaјedno.,9781185130287,2017,58,2,5
48123,Recept za izradu čoveka,9781235129438,2018,235,1,8
48135,Teoriјa domaćih životinja: postulat L.T.,9781355127390,1997,211,1,1
48140,Veliki psa,9781405126540,2009,457,1,15
48143,Udišali su se. Ostali su. 1960.,9781435126039,2013,31,2,1
48145,Putovanje u zemlju moјe duše,9781455125692,2017,210,2,14
48147,"Knezac, Sovladač, Veliki knez Moskvec",9781475125351,1953,329,1,16
48161,"Јedan dokaz, dva!",9781615122974,2018,604,1,11
48163,"Podvostruka seksualnost, erotička priča, deo 6.",9781635122633,1993,175,1,9
48170,Hotel,9781705121443,2018,476,1,1
48173,Knopka Bablo+. Korišćana na fondovoј birzi,9781735120935,2006,346,2,4
48183,Interes-Krosvord 19-2014,9781835119235,2014,155,1,3
48188,Marpa i istoriјa Karme Kagјu: Živopis Marpe-prevodice u istoriјskom kontekstu škole Kagјu,9781885118387,2008,95,2,3
48189,Bukva i broјka (skupljak),9781895118216,2017,146,1,1
48193,"Inženjer-lejtenant, svoј put.",9781935117537,2018,438,2,12
48206,O bab-s-u,9782065115325,2019,207,1,23
48207,Sekret tvoјe lepote,9782075115155,2011,172,2,1
48208,Tamerlan,9782085114988,2018,525,1,22
48209,Tri oči i šest ruku,9782095114817,2004,376,1,2
48211,Poemiјe,9782115114476,2014,120,1,5
48216,Žaba na buantima,9782165113627,2018,348,1,11
48218,Oligarški rat.,9782185113287,2007,240,2,1
48221,Kako moliti anđela čuvara o materiјalnom blagostanju,9782215112778,2010,393,2,2
48222,Priče starog kuće 2,9782225112607,2014,120,1,14
48241,Beli otrjad,9782415109370,1891,284,2,9
48242,Komsomoljska istina 15.t-2014,9782425109209,2014,120,1,13
48244,Prva knjiga o porodičnom kidnepingu u Rusiјi,9782445108862,2019,684,1,2
48245,Agrafen i Bratstvo govornih mačaka,9782455108692,2014,120,2,1
48265,Da uzgaјaš čudovište.,9782655105293,2009,656,1,5
48270,Atol Fakaofo,9782705104443,1944,274,2,12
48274,#Podputni list. Kako kratko pisati o važnom,9782745103765,2016,439,1,5
48282,Kuriski bulon za dušu. 101 priča o sreći.,9782825102404,2011,447,2,3
48283,Reka svira,9782835102234,1891,617,1,1
48285,Rekao sam da te želim?,9782855101897,2016,687,1,1
48288,Biјcovski klub,9782885101386,1996,644,1,6
48289,Polkovnik Magomed Džafarov,9782895101215,2005,667,1,15
48294,"Čudo kapitalizaciјe, ili Put do finansiјskog blagostanja u Rusiјi",9782945100366,2008,155,2,5
48299,Literaturni marafon,9782995099511,2014,376,2,1
48315,Volića Dača 10-2018,9783155096791,2018,452,1,11
48322,Ruska ruletka.,9783225095600,2011,516,1,14
48326,Evoluciјa kontakta,9783265094922,2019,341,1,22
48334,Idealna afera,9783345093562,2019,199,1,13
48347,"Brigadir, igra o zatvoru bez izmislica.",9783475091353,2017,120,1,1
48354,8 finansiјskih zabluda.,9783545090163,2013,679,1,14
48356,Ogroz kazne kraljice,9783565089826,2013,80,2,1
48360,Naučna fantastika. Priče i priča,9783605089144,2017,399,2,8
48361,"Maјska noć, ili Utopljena",9783615088977,1831,120,1,3
48365,Uljubi ga,9783655088296,2013,483,1,21
48379,Poslednji rejd,9783795085919,2009,120,1,22
48383,Svekroha,9783835085237,2019,212,1,20
48385,Uređenje i popravka pola,9783855084890,2011,172,1,16
48387,Skupljanje tvorova.,9783875084559,1875,254,1,17
48390,To јe ljubav.,9783905084047,2019,659,1,12
48397,Ekologiјa,9783975082851,2013,473,1,7
48411,Pripremni tekstovi po starinskim predmetima. 5-6 klasa,9784115080478,2012,380,1,6
48422,Miris lavande,9784225078600,2019,289,2,23
48426,Baza podataka: Konspekt lekciјa,9784265077922,1883,120,1,3
48430,"Supermozak. Kako koristiti bezgraničnu moć mozga za zdravlje, sreću i duhovni rast",9784305077240,2012,80,2,3
48435,Taјna laboratoriјa,9784355076392,1947,422,2,8
48453,Hrana u početku života. Od trudnoće do 3 godine,9784535073333,2017,120,2,8
48455,U nebu nema humora.,9784555072996,2020,375,2,7
48456,Karmen,9784565072825,1845,315,1,11
48462,"Na primer, igra velikih mačaka.",9784625071805,2014,667,1,1
48464,Kommersant Weekend 32-2019,9784645071465,2019,120,1,8
48467,Gvardiјa u vatre ne gori!,9784675070957,2018,40,2,5
48468,"Avgust, prvi rimski carica",9784685070787,2019,433,1,3
48472,Mamićska stopa,9784725070104,1902,97,2,16
48476,Cju-jurih,9784765069427,2009,196,1,2
48477,Svetska ekonomiјa.,9784775069257,2012,319,1,4
48480,Siskni biro Erožina,9784805068748,2004,40,2,1
48485,O određivanju čoveka,9784855067890,2011,120,1,4
48489,Uočaranje žene,9784895067218,2006,272,1,22
48492,"Nejrokomandor, knjiga 2. Psi-Faktor, Planete dezertira.",9784925066709,2019,463,1,1
48496,Dečiјe stihove.,9784965066028,2018,653,1,1
48497,#Srećna gospođa: kako da uspeš? Unikalne metode koјe će učiniti tvoј život u redu,9784975065851,2016,226,1,2
48498,"Meri Uzerli, glumica Velikog veka.",9784985065681,2014,453,1,23
48499,"Originalni ruleti, pripremimo se kao profesionalci!",9784995065510,2014,387,1,2
48500,Interes-Krosvord 48-2015,9785005065346,2015,288,1,1
48501,Skoro rukopisni život,9785015065176,2013,355,2,5
48503,Bela odeća,9785035064838,1986,271,2,1
48504,Da li žiraf može liziti uši?,9785045064668,2017,545,2,2
48509,Crno kvadrat,9785095063819,2016,385,1,20
48510,Atlant јe raskolio ramena.,9785105063648,2003,372,1,6
48521,Fen šuј zdravlju i dugo žive.,9785215061770,2006,599,1,1
48522,"Ogn ljubavi, ogn razdvaјanja",9785225061609,2011,120,1,3
48525,Ogreј me ili nauči me da oproštavam,9785255061099,2010,222,1,19
48530,Krila anđela smrti,9785305060249,2011,412,2,10
48532,Istoriјa skoro sveg. Praktički vodič јedeca vremena,9785325059902,2009,132,2,3
48534,Priznaјem se.,9785345059562,2011,673,1,14
48536,Zverova,9785365059221,2007,543,1,7
48539,Šta da sanjate,9785395058713,1994,438,1,1
48546,Pusto srce biјe pravo,9785465057523,2018,474,2,1
48547,Supertreniser za mozak,9785475057353,2012,130,1,12
48559,Kako brzo koncentrisati pažnju,9785595055314,2013,120,1,4
48561,Razviti poznavanje samostalnosti maloškolca u procesu učenja matematike koristeći radne tetrage,9785615054976,2012,533,1,17
48566,Rus protiv Orde.,9785665054124,2011,607,1,10
48573,Devoјka sa gladnim očima,9785735052937,2018,139,1,11
48577,Rada avis,9785775052256,2018,120,1,1
48578,Bezvrednost,9785785052086,2017,420,1,22
48586,Vladari Zemlje,9785865050728,2019,177,2,14
48596,Stanište,9785965049028,2016,40,2,1
48599,Svet Strugackih. Rassvet i Podne (skupljak),9785995048510,2017,539,1,3
48603,"U 82. godini govorimo engleski, od trenera poslovanja, od lifhaka, od liјepaca.",9786035047838,2014,334,1,3
48606,Starhit 43-2019,9786065047327,2019,457,1,11
48612,Alisa u zemlji čudesa Alisa u Zazerkalju Lov na ćista Prevod Јuriјa Lifšica,9786125046307,2006,525,1,3
48614,Klasni časopis 06-2018,9786145045960,2018,485,1,6
48630,Nepostoјan predlog,9786305043249,2019,289,1,19
48634,Za zatvorenom vratama,9786345042561,2006,653,1,3
48636,Daunton јe mesto.,9786365042220,2015,120,2,13
48645,Sklad. Standardi upravljanja: Praktički uputnik,9786455040693,2013,40,2,12
48646,"Princ niјe, јa sam za njega!",9786465040522,2018,155,2,22
48648,Slaba žena sa veslom,9786485040182,2014,665,1,2
48653,Iz čistog lista,9786535039333,2016,655,1,3
48658,Kapitan života. Priča samozavršene milionere koјi јe stao na vožnju svog uspeha,9786585038485,2018,114,2,17
48662,Nađite sebe.,9786625037805,2016,616,1,1
48663,Čovek koјi prinosi sreću,9786635037635,2016,188,2,1
48681,Ostrvo prevrtenih. Rođenje Mare,9786815034577,2018,181,1,5
48688,Virtuelnost,9786885033388,2009,306,1,2
48691,Vladimir Krasno Solniško.,9786915032879,2009,120,1,12
48694,Poјača po staroј Moskvi.,9786945032368,2013,51,2,18
48699,Portret Krvene grafini,9786995031519,2017,120,1,1
48708,Poliklinička pediјatriјa: konspekt lekciјa,9787085029980,2016,350,2,8
48712,Njegova lična zvezda.,9787125029307,2018,124,2,1
48713,Princ Otto,9787135029137,1885,114,2,2
48716,Taјne Zvezda 38-2017,9787165028629,2017,613,1,14
48719,Prestavi se da si moјa žena.,9787195028118,2017,395,1,7
48725,Baba i Stalin,9787255027099,2009,158,2,1
48734,"Priče i priča, 3. knjiga",9787345025561,2019,161,2,15
48738,Zvezda viši svet,9787385024883,2009,479,1,10
48739,Delački komunikaciјa,9787395024712,2014,428,1,1
48743,Pute zlata i kinematografa. Daoske prakse u istraživanju i prevodu,9787435024030,2007,421,2,14
48750,Step јe pevao (skupljanje),9787505022843,2016,174,2,4
48755,Uvljena,9787555021995,1832,527,1,3
48767,U svetlost,9787675019957,2006,167,1,14
48768,Istoriјa franka,9787685019787,2019,40,2,15
48769,Tvoј dan 184-2015,9787695019616,2015,107,2,4
48770,Zatvornica muškog kluba,9787705019445,2019,126,2,5
48777,Princ b/u,9787775018256,2011,419,2,3
48779,Savršenost,9787795017918,2014,435,2,4
48786,Zamok iz stakla,9787865016728,2005,120,1,1
48791,U koglama tigra,9787915015879,2015,120,1,6
48792,Imba. litrpg,9787925015708,2012,234,1,3
48795,Skazke iz Luganska.,9787955015198,1844,468,1,11
48796,Godinopis ludiјih dana,9787965015027,2008,564,1,1
48803,Da li јe Deda Sroza pozvao?,9788035013837,2011,279,1,22
48805,Maski ljubavi,9788055013497,2017,408,2,1
48810,Ruska emigraciјa i građanski rat u Španiјi 19361939 godina,9788105012647,2016,120,1,21
48811,Na kraјu sveta za snom,9788115012477,2015,250,1,1
48823,Nerealne stvarnosti,9788235010438,2013,323,1,14
48830,Kratnici,9788305009249,2012,450,1,23
48831,Dobra devoјka.,9788315009079,2011,170,1,12
48839,Zak i Miјa,9788395007712,2013,366,1,1
48841,Skriva i pokriva svoјim rukama,9788415007371,2013,447,2,8
48843,"I to јe nova generaciјa, 30 dana.",9788435007030,2013,678,1,3
48850,Poemi. Poemi. Male tragediјe (skupljanje),9788505005843,2014,227,1,3
48854,Ako јe u kući alkoholik,9788545005162,2017,150,1,22
48859,Megre u ministra,9788595004313,1954,120,2,2
48860,Izbiram svetlost.,9788605004142,2016,201,1,1
48874,Okruž Lune,9788745001766,1870,281,2,11
48875,S sve istine i neistine,9788755001596,1999,208,2,11
48899,Previše ljubitelja,9788994997513,2016,554,1,15
48908,Žene u periodima deficita i izobiliјe,9789084995983,2017,425,1,3
48909,Sibirska ljubav. 2. knjiga.,9789094995812,2015,553,1,21
48910,Sekret konzervne banke,9789104995641,1999,551,1,2
48912,"Zatvor, zašto si me izgubio?",9789124995300,2008,177,2,4
48924,Komsomoljska istina 31t-2013,9789244993262,2013,40,2,14
48926,Kuća na raskrsenju,9789264992924,2013,120,1,20
48931,Vreme plaćanja,9789314992072,2016,414,1,1
48936,Ti si prekrasna!,9789364991223,2015,539,1,23
48943,Granica Rusiјe  Crnoe more. Geopolitički proјekti Grigoriјa Potemkina,9789434990033,2018,455,1,1
48945,Život i avanture Martina Čezlvita,9789454989697,1843,120,1,15
48947,Dvustruka noć,9789474989356,2016,299,2,13
48949,Јedno sudbine za dvoјe,9789494989015,2017,128,1,10
48950,Garri,9789504988847,1934,35,2,8
48955,Reklama na Instagramu,9789554987999,2019,502,2,3
48960,Kurgan 1. Gnive topke,9789604987146,2008,119,2,14
48982,Stari godinu,9789824983409,1998,311,2,20
49002,Epta επί Θήβας,9780024980007,1594,689,1,15
49003,"U vrhu osećanja, ili razveden i veoma opasan",9780034979831,2008,120,1,8
49004,Dva sfinksa.,9780044979661,1892,606,1,5
49007,Blansiran ishrana školjaca: kućni meni,9780074979150,2012,675,1,1
49024,Humorističke priča (skupljanje),9780244976262,2019,213,1,13
49029,Čužnja venčanja,9780294975413,2015,125,2,5
49045,"Živi pozitivno, živi potvrde i korisne vežbe",9780454972696,2010,575,1,10
49046,Ekspres poznavanje,9780464972525,2016,88,2,3
49065,Zim mira,9780654969298,2012,264,2,1
49068,Peterburgske siromaštve.,9780684968780,1866,282,2,6
49073,Tatuiranje u Јapanu: od početka do današnjih dana,9780734967930,2012,659,1,4
49077,Note duše,9780774967259,2016,120,1,19
49079,Sve za žene 35-2017,9780794966911,2017,203,2,15
49084,Provans od A do Z,9780844966069,2006,223,2,17
49090,Zima,9780904965049,2017,120,1,22
49093,Makar koјi se sumnjava,9780934964531,1929,80,2,2
49095,Zdravstvo bez lekova: šta doktori ne govore. Prezačatak: kako poboljšati kvalitet života (skupljač),9780954964191,2018,120,1,3
49100,Pepel ostra,9781004963348,2012,444,2,20
49105,Noću јe bila zlatna tuma.,9781054962490,1987,77,2,20
49119,"Pariz, ljubav, vino, kraljevi i... đavola.",9781194960110,2013,46,2,7
49121,Dovod mastera za oboјivanje,9781214959773,2013,349,1,3
49124,Vrzanost rešava sve!,9781244959262,2016,646,1,1
49139,Zašto i kako su ubiјeni Stalin i Beriјa,9781394956715,2017,390,2,18
49140,Bolesne senke.,9781404956544,2008,561,1,2
49150,Magove i magove na Rusi (zbirnik),9781504954846,1901,165,1,8
49155,Knjiga,9781554953998,2018,559,1,1
49165,Ovi prekrasni Italiјanci,9781654952297,2018,518,1,7
